"We can't delete this rate because of an incorrect rate ID.","We can't delete this rate because of an incorrect rate ID."
"Something went wrong deleting this rate.","Something went wrong deleting this rate."
"Edit Tax Rate","Editar indicador de impuesto"
"You saved the tax rate.","You saved the tax rate."
"Tax Rules","Reglas de impuestos"
"The tax rule has been deleted.","Esta regla tributaria ha sido eliminada."
"This rule no longer exists.","Esta regla ya no existe."
"Something went wrong deleting this tax rule.","Something went wrong deleting this tax rule."
"New Tax Rule","New Tax Rule"
"Edit Rule","Editar regla"
"New Rule","Nueva regla"
"You saved the tax rule.","You saved the tax rule."
"We can't save this tax rule right now.","We can't save this tax rule right now."
"Invalid name of tax class specified.","Invalid name of tax class specified."
"We can't delete this tax class right now.","We can't delete this tax class right now."
"We can't save this tax class right now.","We can't save this tax class right now."
"Make sure all required information is valid.","Make sure all required information is valid."
"The Rate Percent should be a positive number.","The Rate Percent should be a positive number."
"Maximum zip code length is 9.","La longitud máximo del código zip es de 9."
"Use digits only for the zip code.","Use digits only for the zip code."
"Range To should be equal or greater than Range From.","El rango superior debe ser igual o superior al rango inferior."
"The tax rate cannot be removed. It exists in a tax rule.","The tax rate cannot be removed. It exists in a tax rule."
"This class no longer exists.","This class no longer exists."
"You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first.","You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first."
"You cannot delete this tax class because it is used in existing %1(s).","You cannot delete this tax class because it is used in existing %1(s)."
"Custom price if available","Precio individual si está disponible"
"Original price only","Sólo precio original"
"Shipping Address","Dirección de envío"
"Billing Address","Dirección de facturación"
"Shipping Origin","Origen del envío"
"No (price without tax)","No (precio sin IVA)"
"Yes (only price with tax)","Sí (sólo precio con IVA)"
"Both (without and with tax)","Ambos (con y sin impuestos)"
"Invalid attribute %1","Atributo %1 inválido"
"Code","Código"
"Invalid type supplied","Invalid type supplied"
"Class name and class type","Class name and class type"
"Grand Total (Excl. Tax)","Total general (sin impuestos)"
"Grand Total (Incl. Tax)","Total general (con impuestos)"
"Shipping (Excl. Tax)","Envío (impuestos no incluídos)"
"Shipping (Incl. Tax)","Envío (impuestos incluídos)"
"Subtotal (Excl. Tax)","Subtotal (IVA no incluido)"
"Subtotal (Incl. Tax)","Subtotal (IVA incluido)"
"Subtotal","Subtotal"
"Unit Price","Precio Unitario"
"Row Total","Fila total"
"Total","Total"
"Before Discount","Antes de descuento"
"After Discount","Después de descuento"
"Excluding Tax","Impuestos no incluídos"
"Including Tax","Impuestos incluídos"
"None","Ninguno"
"Including and Excluding Tax","Inclusión y exclusión de impuestos"
"Warning tax configuration can result in rounding errors. ","Warning tax configuration can result in rounding errors. "
"Store(s) affected: ","Store(s) affected: "
"Click on the link to <a href=""%1"">ignore this notification</a>","Click on the link to <a href=""%1"">ignore this notification</a>"
"Warning tax discount configuration might result in different discounts
                                than a customer might expect. ","Warning tax discount configuration might result in different discounts
                                than a customer might expect. "
"Please see <a href=""%1"">documentation</a> for more details. ","Please see <a href=""%1"">documentation</a> for more details. "
"Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings.","Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings."
"Invalid type of tax class ""%1""","Invalid type of tax class ""%1"""
"Updating classType is not allowed.","Updating classType is not allowed."
"A class with the same name already exists for ClassType %1.","A class with the same name already exists for ClassType %1."
"customer group","customer group"
"product","product"
"Excl. tax:","Excl. tax:"
"Incl. Tax","Impuestos incl."
"Entity already exists","Entity already exists"
"Cannot save titles","Cannot save titles"
"Some Message","Some Message"
"Something went wrong","Something went wrong"
"Could not save","Could not save"
"No such entity","No such entity"
"Excl. Tax","Impuestos NO Incl."
"Note:","Nota:"
"Leave this field empty if you wish to use the tax identifier.","Leave this field empty if you wish to use the tax identifier."
"An error occurred","An error occurred"
"Do you really want to delete this tax rate?","Do you really want to delete this tax rate?"
"Save","Guardar"
"Add New Class","Añadir nueva clase fiscal"
"Grand Total Excl. Tax","Total sin incluir impuestos"
"Grand Total Incl. Tax","Total incluyendo impuestos"
"Tax Classes","Clases de impuestos"
"Tax Class for Shipping","Clase de impuestos para envíos"
"Default Tax Class for Product","Default Tax Class for Product"
"Default Tax Class for Customer","Default Tax Class for Customer"
"Calculation Settings","Ajustes de cálculo"
"Tax Calculation Method Based On","Método de cálculo tributario basado en"
"Tax Calculation Based On","Cálculo tributario basado en"
"Catalog Prices","Precios de catálogo"
"This sets whether catalog prices entered from Magento Admin include tax.","This sets whether catalog prices entered from Magento Admin include tax."
"Shipping Prices","Precios de envío"
"This sets whether shipping amounts entered from Magento Admin or obtained from gateways include tax.","This sets whether shipping amounts entered from Magento Admin or obtained from gateways include tax."
"Apply Customer Tax","Aplicar tasa de cliente"
"Apply Discount On Prices","Aplicar el descuento sobre los precios"
"Apply discount on price including tax is calculated based on store tax if ""Apply Tax after Discount"" is selected.","Apply discount on price including tax is calculated based on store tax if ""Apply Tax after Discount"" is selected."
"Apply Tax On","Aplicar impuestos sobre"
"Enable Cross Border Trade","Permitir operaciones transfronterizas"
"When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate.","When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate."
"Default Tax Destination Calculation","Cálculo de impuestos basado en (predeterminado)"
"Default Country","País (predeterminado)"
"Default State","Estado federado (predeterminado)"
"Default Post Code","Código postal (predeterminado)"
"Price Display Settings","Ajustes de visualización para precios"
"Display Product Prices In Catalog","Mostrar precios de los artículos en catálogo"
"Display Shipping Prices","Mostrar precios de envío"
"Shopping Cart Display Settings","Ajustes de visualización para el carrito de compras"
"Display Prices","Mostrar precios"
"Display Subtotal","Mostrar Subtotal"
"Display Shipping Amount","Mostrar importe de envío"
"Include Tax In Order Total","Include Tax In Order Total"
"Display Full Tax Summary","Mostrar Resumen de impuestos"
"Display Zero Tax Subtotal","Mostrar el subtotal aunque sea cero"
"Orders, Invoices, Credit Memos Display Settings","Ajustes de visualización para pedidos, facturas y facturas rectificativas"
"State/Region","Estado federado/Región"
"Rate","Tasa"
"Subtotal Only","Solo Subtotal"
"(Excl. Tax)","(Impuesto no incluido)"
"(Incl. Tax)","(Incl. impuesto)"
"Order Total Excl. Tax","Order Total Excl. Tax"
"Order Total Incl. Tax","Order Total Incl. Tax"
"Order Total","Total del Pedido"
"Your credit card will be charged for","Se cargará en su tarjeta de crédito"
