"The published revision is unavailable.","The published revision is unavailable."
"Some error","Some error"
"Use the parent node hierarchy.","Use the parent node hierarchy."
"Are you sure you want to delete current hierarchy?","Are you sure you want to delete current hierarchy?"
"This page cannot be added, because a node or page with the same URL Key already exists in this tree part.","This page cannot be added, because a node or page with the same URL Key already exists in this tree part."
"There are unsaved node data. Are you sure you want to continue?","There are unsaved node data. Are you sure you want to continue?"
"This URL key is already in use.","This URL key is already in use."
"CMS Pages","CMS Pages"
"Please select a website or store view.","Please select a website or store view."
"Are you sure you want to copy the current hierarchy to the selected destinations?","Are you sure you want to copy the current hierarchy to the selected destinations?"
"Are you sure you want to delete the selected hierarchies?","Are you sure you want to delete the selected hierarchies?"
"Please select one or more hierarchies to delete.","Please select one or more hierarchies to delete."
"Please assign the current hierarchy to one or more destinations.","Please assign the current hierarchy to one or more destinations."
"Root","Raíz"
"No nodes are available","No nodes are available"
"Single Hierarchy for All Store Views","Single Hierarchy for All Store Views"
"Specific Hierarchy for Each Store View","Specific Hierarchy for Each Store View"
"CMS Hierarchy for","CMS Hierarchy for"
"Anchor Custom Text","Ancla Texto personalizado"
"If this value is empty, the node or page name will be used.","If this value is empty, the node or page name will be used."
"Anchor Custom Title","Anclar título personalizado"
"Node","Node"
"Not Selected","No seleccionado"
"Select a page or node.","Select a page or node."
"Loading...","Cargando..."
"Please wait...","Por favor, espere..."
"Choose Revision","Choose Revision"
"Current Modification","Current Modification"
"Revision #%1","Revision #%1"
"Choose Store View:","Ladenansicht wählen:"
"Revision #","Revision #"
"New Revision","New Revision"
"Author:","Author:"
"Created:","Creado:"
"Version:","Version:"
"This Page Belongs To","This Page Belongs To"
"Website Root","Website Root"
"Version Revisions","Version Revisions"
"Page:","Página:"
"Page","Página"
"Previous","Anterior"
"You're currently reading page","You're currently reading page"
"Next","Siguiente"
"CMS Page Hierarchy","CMS Page Hierarchy"
"Enable Hierarchy Functionality","Enable Hierarchy Functionality"
"Enable Hierarchy Metadata","Enable Hierarchy Metadata"
"Default Layout for Hierarchy Menu","Default Layout for Hierarchy Menu"
"CMS Versioning","CMS Versioning"
"CMS Page Default Versioning","CMS Page Default Versioning"
"CMS Hierarchy","CMS Hierarchy"
"CMS Hierarchy Node Link","CMS Hierarchy Node Link"
"Link to Specified CMS Hierarchy Node","Link to Specified CMS Hierarchy Node"
"Template","Plantilla"
"CMS Page Link Block Template","Plantilla en bloque de la página de enlaces del CMS"
"CMS Page Link Inline Template","Plantilla en línea de la página de enlaces del CMS"
"All Store Views","Todas las vistas de la tienda"
